Id,SalePrice
1461,144284.30218416726
1462,223292.58499682043
1463,203313.77132590552
1464,233189.8590999046
1465,156311.13857739948
1466,156229.52190544084
1467,158824.46971201003
1468,191964.91935749364
1469,199755.89995013026
1470,122120.25003741638
1471,212552.27526117247
1472,33810.613162652735
1473,39934.78620464195
1474,38314.07282653422
1475,40157.52252510731
1476,334093.18743125437
1477,279578.04606799287
1478,347709.6798262709
1479,304587.5396578704
1480,439978.13277079933
1481,282067.40243767627
1482,248927.3935164791
1483,227685.84276405704
1484,220712.8931245898
1485,230137.00275519522
1486,216421.48309574794
1487,294267.07112202945
1488,256313.20155720075
1489,248721.0407260661
1490,270187.27157659526
1491,230741.75837229
1492,93825.26714800051
1493,121686.26482254444
1494,275907.93456303846
1495,236772.10107501663
1496,234060.85205669608
1497,180216.0957565775
1498,152047.8619896699
1499,158936.74997676807
1500,178279.20491060198
1501,189123.6131726653
1502,183653.0776948939
1503,283687.25576372666
1504,233607.3537005321
1505,249988.21386543172
1506,190743.81935984455
1507,204600.1234857424
1508,177048.3638182204
1509,86878.7353669547
1510,188195.86736168552
1511,131993.2462875758
1512,162946.89322458443
1513,128944.4102938886
1514,101385.47844251763
1515,138836.34597482774
1516,139330.93837133463
1517,174129.60717161288
1518,90563.92555399917
1519,260189.04716566298
1520,137060.29776950675
1521,183691.02576431472
1522,165928.98875262382
1523,89055.80070318055
1524,124457.06580712751
1525,89712.90213480942
1526,89086.91350708884
1527,128407.28870206224
1528,60772.79922607404
1529,142238.7250490485
1530,235886.5762172935
1531,131639.03858661043
1532,102805.154314405
1533,215604.4792868385
1534,160072.1520652374
1535,152452.70504342875
1536,89667.1230600983
1537,173976.74527220422
1538,150214.72690226877
1539,240267.82756663085
1540,195603.2405542442
1541,147268.85290717357
1542,66831.42185183629
1543,131918.92557365878
1544,95485.5074577988
1545,74732.0968022492
1546,89535.26134766336
1547,112469.97235509861
1548,74116.39048576885
1549,134854.72534895572
1550,80680.8127382876
1551,128650.13007836154
1552,84438.27433518023
1553,174363.0949878916
1554,105272.57818735285
1555,176370.35182768165
1556,179753.96742342776
1557,57715.652849595586
1558,151397.17035947737
1559,106043.52455600281
1560,52391.47012481617
1561,102958.01691800919
1562,152469.89735987433
1563,120612.23834396212
1564,120921.8886410155
1565,139462.25461274257
1566,251500.3595897325
1567,105468.49098962954
1568,274891.1918003992
1569,185169.1970231228
1570,174238.03707818277
1571,173684.35119302824
1572,146113.0963848608
1573,289738.54956821655
1574,160754.78894768585
1575,308945.69891464035
1576,247476.72284893732
1577,248360.7389730758
1578,149109.21194614389
1579,214626.88137023585
1580,186986.64724372077
1581,192183.3556652348
1582,129123.45647541471
1583,293946.98023525864
1584,227011.032270778
1585,220186.3232397037
1586,141943.88987485104
1587,90604.40012777329
1588,164737.06265395947
1589,153431.16671072156
1590,117309.0492523133
1591,134233.49514537648
1592,195578.6021963693
1593,100430.63058054107
1594,34697.183387032535
1595,163663.46801743755
1596,222326.6255789266
1597,160551.57890977664
1598,229739.9586157886
1599,167468.2378381141
1600,153038.63474505476
1601,96957.02971909617
1602,143699.26697701664
1603,148673.76164870913
1604,306273.4304632321
1605,219304.19254910183
1606,112948.27075112864
1607,70757.75937114326
1608,263197.2270025272
1609,224096.436559413
1610,177087.12685882702
1611,149667.41541126047
1612,219794.65304312497
1613,189963.01531700842
1614,163599.66726568254
1615,72740.366050988
1616,80646.33700912002
1617,77745.98133403063
1618,101583.53630050673
1619,173182.0306736529
1620,112689.74495213968
1621,85214.48409707696
1622,134373.39147159318
1623,265527.7195760239
1624,243207.09083487905
1625,158337.64428283932
1626,175343.57678080307
1627,190288.70367254125
1628,272172.502689926
1629,177403.36968836936
1630,258770.81909002655
1631,188437.57408810308
1632,193660.72952402048
1633,196919.72295855507
1634,210890.31628370838
1635,185011.81052601547
1636,184752.1902650327
1637,177036.92926341447
1638,111705.67249107517
1639,191288.3042802124
1640,164061.77340162214
1641,177676.7050774357
1642,221412.88065476716
1643,173225.54996806348
1644,241403.97600905248
1645,217465.09122447425
1646,127021.79502663568
1647,142419.31912286265
1648,120246.64573149197
1649,140327.25988727546
1650,102214.33546428116
1651,102843.40163614305
1652,36229.83073595425
1653,49107.718587991636
1654,38822.776219805615
1655,66623.75493911005
1656,34877.78898350644
1657,47215.50396242796
1658,66665.25789592002
1659,52648.26855650547
1660,191437.19154812393
1661,396118.69809741445
1662,301009.63403126906
1663,366502.8346204213
1664,449139.0342565323
1665,323013.3010756015
1666,354449.2899534474
1667,338919.6198566022
1668,329681.26896745124
1669,326088.68225945125
1670,335007.48509492644
1671,290615.52182461653
1672,367997.6523552337
1673,277026.18440417363
1674,277111.7686403564
1675,241972.75363200257
1676,236132.8236827209
1677,258075.959075902
1678,407482.7549543221
1679,359548.75680740667
1680,309604.2414046806
1681,284629.6806426539
1682,330558.311467896
1683,229982.6598306418
1684,208242.02599492366
1685,222686.00713891417
1686,227485.9224630575
1687,194882.96307747043
1688,232903.05098535315
1689,228552.78594571268
1690,234367.57487718546
1691,223862.20199074585
1692,248342.57779792772
1693,218491.51068914068
1694,201154.57756679933
1695,171857.46647557354
1696,196058.19899827222
1697,181652.9536151504
1698,281103.01285701623
1699,315771.7235059465
1700,261379.31391628168
1701,237171.1114484701
1702,299642.6713303474
1703,289558.0294574328
1704,292280.97306394915
1705,311949.1437341678
1706,361770.0994654865
1707,267327.278099132
1708,243413.41519091016
1709,287905.85384554166
1710,266157.90624978987
1711,304440.97474053566
1712,284940.0486659
1713,272259.1808428908
1714,252065.71200842943
1715,222579.88678926614
1716,202529.81540892925
1717,218235.96752031444
1718,185523.4984137662
1719,215385.47251910582
1720,271786.04253640154
1721,190203.83409857453
1722,171104.05666190953
1723,193258.79336148695
1724,247750.69779655943
1725,237334.5027772385
1726,213279.94668336638
